Macro_Nicho,Sub_Nicho,Detalle_Producto,Rating,Review
grocery gourmet food,pantry staples,sauces,5.0,"I enjoyed the taste of this roasted Raspberry chipotle sauce. I was impressed with the real raspberry flavor and think this would go well on chicken, meat, or other grilled dishes. Because I have heartburn, I did find the chipotle a bit strong for me, so I don't think I would eat this often. Perhaps if there was a mild version it would be something I would consume more. Overall, this was a great product, I recommend for both BBQ enthusiasts and those who like the combo of fruit sauce with their meat.5 stars."
grocery gourmet food,pantry staples,cooking baking supplies,5.0,All the products are 1st class. I plan to order more items for auction at my grandsons school. Thats the best endorsement I can give. Best wishes
health personal care,health care,alternative medicine,5.0,"I have QRM-400 as well as the heated version and have found them both to be very solid massagers. They are well built, and well designed. I did have a problem with one of them that was not a fault of the product. I notified Homedics about what happened with that unit, and they were very good about replacing the old one. I am extremely happy with the Homedics product as well as the company. I would definitely buy from them again."
grocery gourmet food,pantry staples,cooking baking supplies,5.0,"The Nutiva Organic Coconut Oil, 54-Ounce Jar is superb. We use it in the kitchen (for cooking, baking + pastry crusts), and for our skin and hair. See"
grocery gourmet food,beverages,tea,4.0,this is as cute at home as it is on your web site.I have really enjoyed this tea set.
grocery gourmet food,beverages,tea,5.0,This is my favorite tea. The taste and the smell of the tea is wonderful. I love that you can re-use the tea a couple of times. I will buy this tea again.
grocery gourmet food,pantry staples,sauces,4.0,"Reviewing a food product is always difficult since different people have different likes and dislikes for various flavors. As such, I will try to keep this review as objective as possible.With a name like 'Roasted Raspberry Chipotle', you get an expectation of heat, sweetness and smokiness. This sauce delivers all three of these elements fairly well. My initial impression of the sauce was one of a sweet sauce, followed by some spiciness and finished by some smoke. The spice from the jalape&ntilde;os is not overbearing...it is pleasantly spicy. If you are used to chipotles in adobo sauce, you will find this sauce to be rather mild by comparison. When paired with food, the spicy and smokey elements seem to diminish, leaving you with a sweet raspberry sauce.The sauce itself seems to be a raspberry puree or mash, with raspberry seeds intact. I did not see any noticable chunks of jalape&ntilde;o. The sauce appears fresh and smells much like it tastes...smokey, sweet and spicy.It should be noted that this product doesn't exactly use chipotles. A chipotle is is a smoke-dried jalape&ntilde;o chili. Reading the ingredient list of the Razzpotle product, we find that the main ingredient is sugar, followed by jalape&ntilde;os. One of the final ingredients in the list is ""smoke flavor"". So by reading the label, we can infer that this product doesn't really use chipotles...it uses jalape&ntilde;os and some liquid smoke to simulate the taste of a real chipotle. Having said that, the sauce does a pretty good job of delivering the taste of a chipotle.Overall, I found the sauce to be a bit too sweet. I would prefer to cut the sugar and turn up the heat...but this is probably a matter of personal preference. Quality wise, this sauce is of high general quality. If you like the concept of a combination of sweet, spicy and smokey, you should give this sauce a shot."
grocery gourmet food,pantry staples,sauces,4.0,"This Roasted Raspberry Chipotle Sauce is really good. The sweetness of the raspberries, the spiciness of the peppers (both jalapenos and chipolte are listed as ingredients), and the smoke flavoring make an outstanding combination together.The sauce does have raspberry seeds in it...if that bothers you, you can always pull out a strainer and get rid of them. The sauce is good on Bar-B-Que meat, but should be spread on when the meat is almost done. If it's put on too early, the sugar will burn and you'll end up with a charred mess. It can also be used as is, poured over a block of cream cheese and served as an appetizer with crackers. I recommend regular cream cheese, rather than the low-fat variety, as the fat tones down the spiciness a bit. The neck tag on the bottle also suggests adding it to a balsamic vinegar salad dressing. I haven't used it that way (yet), but imagine that it would be pretty good."
grocery gourmet food,pantry staples,sauces,5.0,"Fischer & Wieser Razzpotle Roasted Raspberry Chipotle Sauce is just the thing to wake up a salad and does wonders for meat salads like turkey or ham! The first whiff gave me the impression of barbeque sauce, but this isn't barbeque sauce! The first taste made me think ""sweet French dressing,"" but then the peppers and raspberries kick in and yikes!I tried it with plain, cut-up apples and it was great as a dip. I put it on a fresh green salad and it was wonderful as a salad dressing. Add diced turkey or ham to the salad, and it's better than anything you'll get in a restaurant.I'm impressed! I'm not ready to put it on my chocolate cake yet, but as a versatile dressing and dip, I'm all over it! A heads up to anyone who suffers with GERD...be careful with this one. This spicy, seedy, tangy sauce will give new meaning to the word ""heartburn."""
grocery gourmet food,pantry staples,cooking baking supplies,5.0,We bought these oils instead of giving out bottles of wine during the holidays. These oils were very popular and recipients thought they were a very innovative gift. We will given them again.
grocery gourmet food,snack food,pretzels,5.0,Sometimes it is hard to find a quick snack for Gluten free kids. These pretzels are the best of all the GF pretzels we have tried. We leave a bag at my sons preschool for snack time. He loves them.
grocery gourmet food,pantry staples,herbs,5.0,I love that this seasoning is salt free. It's the perfect blend of spices to add to spaghetti and lasagna. I'm now stationed overseas and I can't find this product anywhere...I'm so glad it's available on Amazon!
health personal care,health care,pain relievers,1.0,"At first I loved this heating pad because it just seems so well made..heavy...comfortable...smart thermostat...etc. Well, after going through 2 and having the same thing happen (faulty wiring causing short in controls) I'm back to using a really REALLY old heating pad that I hate - but at least it is reliable and functions."
grocery gourmet food,pantry staples,sauces,4.0,This has a bold and fresh taste. Can be used many ways to create great dishes. Very versitle and a good item to have in your Kitchen. I recommend this product.
grocery gourmet food,pantry staples,sauces,3.0,"So I'm a self-professed chili head-- the kind of person who will find a hot sauce to put on ice cream (Toad Sweat if you're curious) and who makes it a habit to challenge places that think they make incredibly hot wings to knock me over. When I see specialty products like this Roasted Raspberry Chipotle Sauce, I'm generally inclined to check them out.What I found was a sauce that, while it was tasty, with a nice sweetness to it, was a bit overwhelming in the smokey department and a bit underwhelming in the spice department. Made primarily of raspberries, pickled jalapenos and chipotles, the sauce smells so strongly of smoke, I was initially a bit put off. But a little on a cracker and I found a very natural tasting raspberry flavor blended with the smokiness, with a slight spice kick in the aftertaste. What I didn't detect, much to my disappointment, was much in the way of spiciness or a peppery taste to it. After a few more crackers, I began finding the taste of smoke a bit overwhelming.I find it kind of confusing that such a specialty product didn't cater to the spicy food crowd, and while the product was ok, the overly assertive smokiness of it got a bit in the way. It's not a terrible product by any means, but it's not going to knock you over either."
health personal care,health care,pain relievers,5.0,"Bought this for my husband, who uses a heating pad every night on his back. Good quality, normal width and king in length. Best part is that it stays on for over 2 hours before auto shut off kicks in! We have an other one that shuts off every 20mins---that just isn't practical."
health personal care,health care,sleep snoring,1.0,"I did not like this product at all. It did not help me fall asleep any faster than usual. When I did fall asleep, I kept waking up every hour or so. Then I kept having nightmares, which are something I almost never get. I woke up feeling like my head was cloudy and had wild mood swings for the first part of my day."
grocery gourmet food,pantry staples,cooking baking supplies,5.0,"This is the ONLY bread mix we use. We usually make the ""sweet bread"" recipe and use Equal instead of sugar. My son waits for it to come out of the breadmaker. Add some butter and a little cinnamon and sugar... and yum yum a great little snack for your gluten free baby!"
baby products,feeding,highchairs booster seats,4.0,"We purchased this when our daughter was six months old to keep at grandma's house. We already had the fisher price space saver at home, and thought this would be very similar. It works great. Grandma can keep it in the closet when we aren't visiting, and it takes up no space. Plus it will continue to grow with our daughter. She loves the polka dot pattern on the seat, and spends a lot of her time in the chair turning around to touch the spots! My only complaint would be that the seat can recline, but the tray doesn't move. For six months and up, this hasn't been a problem, but for grandchild #2 we will have to see if it's harder to use the seat reclined when baby is little, if the tray gets in the way."
grocery gourmet food,breakfast foods,cereals,1.0,"I bought this product based on all the 5 star reviews. I really wanted to like it. First I had it with cold milk. Yuck, it tasted like cardboard. Then I tried it warmed up like oatmeal & added brown sugar. Still tastes like cardboard. How can anything so tasteless be loved by so many people?"
grocery gourmet food,beverages,tea,4.0,"This Twinings tea is a simple pleasure that never offends. It is sturdy enough to be enjoyed with milk or sweetener, yet has little harshness when consumed black.Twinings of London was founded in 1706, and is known internationally for marketing teas of consistency and value. Twinings English Breakfast Tea was originally blended to complement the traditional, hearty English Breakfast, from which its name derives. Twinings literature tells us that this is a blend of Kenyan and Assam black teas.This Twinings loose tea has no uncut leaves. The blend uses only small particles that infuse more quickly than whole leaves. This blend approaches full strength within just a couple minutes. To avoid excessive particulate matter in your drink, use a strainer or infuser with a fine mesh. (Amazon sells Tovolo, Teeli, and Frieling/Swissgold filters with very small openings in their screens.)This product is an attractively priced and enjoyable introduction to the world of loose tea. Would I rank it as my favorite tea or even my favorite Twinings? No, but I keep some available for when I want the pleasure of plain ol' tea. (As an aside, I would rank Twinings' Earl Grey a bit higher in quality. It is a whole leaf tea with just the right amount of bergamot orange flavoring. I personally don't think of Earl Grey as an everyday tea, but I enjoy it as an occasional pleasure.) I wish you pleasure in exploring various teas."
grocery gourmet food,snack food,jerky dried meats,4.0,"I like beef jerky to be tender, not leathery and near impossible to chew through. This beef jerky comes in perfectly sized pieces and is very tender, probably even more tender than my favorite brand, Pemmican.As for the flavor, it's not very strong. There is some flavor but the tenderness of the beef makes up for the lack of flavor. It also isn't as salty as other brands of beef jerky that I've had before. Overall it's a great buy and I recommend it."
health personal care,nutrition wellness,vitamins supplements,5.0,"I was VERY skeptical to try this because I am a VERY picky eater. I was surprised and pleased that it's great. It tastes sort of like frozen orange juice concentrate. I mean, I don't want to just go eat it for a snack, but I definitely don't dread having to take it. It's also a smaller amount than I expected. If you put it on a teaspoon, it only takes up about half the spoon. Most of the fish oil supplements in this price range do not offer this much of the good stuff, so it's a real value. I would HIGHLY recommend getting this. Also, they have a deal where you get a free box with four proofs of purchase, so that makes it an even better value."
grocery gourmet food,beverages,tea,5.0,"I have had the pleasure of exploring and experimenting with Green tea for the last five years. During that time, I believe that I have sampled the gamut of options on the market today. From rare, true Gyokuro tea from Kyoto, Japan at a friend's home which cost over $500USD/lb to cheap generic Sencha. I have had the pleasure to seek out various types of green tea from Lung Chung, Putuo Fo Cha and many others. I am always searching, tasting and learning about tea and its amazing health benefits.However, I was looking for something both readily available, cost effective and of excellent quality. Not an easy combination of traits at all considering my experience. I settled on the Stash brands of Teas and this version being the organic version was just pennies more than the non-organic green tea version from Stash. After researching, I discovered that this tea is grown and processed not in Japan but Brazil, yet from my personal experience, it rivals the Japanese tea leaf for leaf.The warm, rich tea that is produced after a moderate boiling temperature is very refreshing. Personally, I steep for about 3 minutes today and then allow it to rest up to a mild warm temperature where you can truly start tasting the mild notes of organic flavor. There is no taste of excessive tannins, bitterness, nor rough processing that comes through in its flavor. It is quite purely, an excellent tasting, fresh & mild form of green tea. Very enjoyable and surprising! :)Color is medium green to very slight brown in cup. Expected since this tea is not produced in the traditional ""Gyokuro"" shade growing and yielding techniques, but it is actually very flavorful and easy to drink. (Even for new green tea drinkers who might be turned off by some of the most traditional blends) --- something I cannot say for some of the more expensive Green teas. They can be quite hard to get used to at first!I can add nothing else but to note that for the price and for the fact that it is truly certified organic, I cannot recommend this tea enough.It is a simply outstanding value for an excellent variety, flavor and production of pure green tea. For about $0.15 a cup, I cannot imagine where else you could possible buy a more flavorful organic drink that has so many tremendously wonderful health benefits.Cheers to STASH Tea for bringing us such an amazing cup of Green Tea goodness. Even after traveling the world and back, I was pleasantly surprised to find this STASH tea....At this price, I will make it a great habit of STASHING more of this away for safe keeping."
grocery gourmet food,beverages,tea,5.0,This is a wonderful light tea with such an amazing scent. Very flavorful and just a great tea in general.
health personal care,nutrition wellness,vitamins supplements,5.0,"I was very happy with the ""Order and ship automatically"" program. I really loved the convenience and the great price. So sorry that it had to stop. Still use the Insulow, and will still order, but the convenience factor is missing now that routine shipments have stopped.Thanks for the great service!"
grocery gourmet food,pantry staples,condiments,5.0,"Straight out of the jar this stuff is overpowering, (Most people wouldn't take a bite of a fresh lime and expect it to go down easy.) but used sparingly to accentuate any dish it adds a wonderful complexity and delight that will leave you craving more even while there is a fork-full still in your mouth.I always mince it and then...Mix (a dime sized amount or less) with ranch dressing for salads.Spread a little on a tortilla with cheese and hummus... then pan toast.Mix a little in your chicken or tofu salad for sandwiches or wraps.Mix a little into any curry dish you like.Mix a touch of it with oil then spread on roasting meats.Pretty much any savory dish you like chili or lime in can be substituted with hot lime. A small amount adds the Indian spice and tang I crave.Remember its better to start with too little and add some more than to over do it.I wish Patak's website offered more uses and recipes for this stuff, I need to do some more research to find other good things to do with it."
health personal care,nutrition wellness,vitamins supplements,5.0,"I am on day 10, and found that my skin has become very clear, where before I had oily skin and was prone to break outs. (I'm 43! ).My waist size has gone down, my pants are loose. I feel very well."
grocery gourmet food,pantry staples,canned jarred food,5.0,"If you can get past the putrid appearance of the finished product, it's actually quite tasty. Not quite a true tamale taste, but close enough to satisfy the craving for the real thing. Ugly but Good!"
health personal care,nutrition wellness,vitamins supplements,3.0,"I purchased this product because of some of the really good reviews.I suffer from moderate/severe acne and I thought I would give this a try.The smell is very very very strong, and it stays with your for quite some time. This product did'nt do much for my skin. I used it for three weeks and I didn't notice much of a difference.Oh well, it may have worked for some people but it did not work for me."
grocery gourmet food,pantry staples,herbs,5.0,"This is the best Greek seasoning I have found. It has NO MSG and has a better flavor than any other brand on the market. As a retired seafood manager, I can honestly say that this one product sold more seafood for me than any thing else. It is also wonderful on broiled, baked, or grilled pork and chicken."
grocery gourmet food,pantry staples,sauces,5.0,"The rasberry/pepper flavor combination is extraordinary. If you haven't tried the fruit/pepper combination (in a sauce or jelly), you really should, for it's an excellent combination. Fischer & Wieser does an excellent job with the combination in this sauce.The result is a sauce that works well in a variety of applications - we used in on barbequed chicken breasts and it was a wonderful flavor enhancement. We also lightly poured it over brie cheese which made for a wonderful appetizer.The fact that it's all natural with no preservatives gives it even a higher rating.A delicious flavor enhancer you'll find many uses for."
health personal care,nutrition wellness,sports supplements,5.0,"This stuff is the real deal. When I bought this, I bought it along with another Universal product to stack it with (Universal Storm.) I was extremely skeptical at first, and didn't think this stuff was going to do anything. But I had some money to spare, and I was told to at least give it a fair shot.I'm glad I did! The pumps are amazing and the gains are unbelievable. I'm lifting more than ever before, and it has only been four weeks. My transformation has been unbelievable!I know this isn't a placebo affect or anything because if anything, I was positive it wouldn't work. But even a skeptic like me can't deny it when I see real results. This is a great stack that compliment each other quite nicely.Just take 1 scoop of Shock Therapy before the workout and take Storm immediately after. On off days, just take the Storm by itself at about the same time you usually do. If you have your diet in check and are serious about getting into shape and packing on some lean muscle mass, then this is for you."
grocery gourmet food,beverages,coffee,5.0,"I USED LAVAZZA COFFEE BLACK CAN,IT WAS 5 STAR NOW ALLESSI, JUST IS BETTER 6 STARS,NEVER BITTER, SMOOTH TASTE, GREAT CAPICCCINO.i also mix the two brands together also great tasting.. I USE MY 59 DOLLAR PUMP DELONGI ESSPRESSO MAKER BOUGHT AT MY LOCAL WAREHOUSE, JUST A NOTE I VE TRIED ALL THE EXPENSIVE MODELS AND FOUND THIS ONE THE BEST FOR ME. JUST HAVE TO LEARN HOW TO USE IT..SAVE MONEY ,IN THIS CASE MONEY DOES NOT BRING HOME A BETTER TASTING COFFEE AND MACHINE. STEVEN"
grocery gourmet food,snack food,cookies,5.0,"An English biscuit, dry and crumbly, but I've always liked them since grade school. I introduced them to my teen-aged and 20+ year old sons and they now like them - meaning less for me!They were meant to be easily digested, and they probably are, to me, they are a great comfort food."
health personal care,nutrition wellness,vitamins supplements,4.0,Being lactose intolerant I have tried many drugs. This one works the best for me. With others I found they sometimes worked sometimes not. Or that more than one tablet was necessary with certain foods with Solgar's none of this has occurred. One tablet works every time.
health personal care,nutrition wellness,vitamins supplements,5.0,"This was just what I was looking for when I bought it. Seeing the price and that it was in bags, I knew that it had to be ground and a cheaper grade tea, but I was just looking for a decent low cost Oolong, so I could reserve my good loose leave teas for those quite moments alone and special guest. One thing that irritates me about products sold on the Amazon site, is most of the time there is very little pertinent information regarding the product and sometimes, not even a picture. If I hadn't known how Oolong tea was suppose to be prepared, I would have passed on this one. I was right at guessing that all the writing on the box would be in Chinese and if it says on the box how to prepare it, I can't tell. That said, I bought 5 boxes since it had the right information to indicate that it was indeed from the right area in China to be true Oolong tea and I bought 5 boxes to try.Oolong tea requires a water temperature of 180F and the steep time of no more then 3 minutes. Steep time means how long the tea should be left in the hot water. Use a tea thermometer or a similar one that is capable of accurately reading between 160F and 212F(boiling) and never let the tea stay in the water longer then 3 minutes. A small digital timer works great for sitting next to you to get the timing right. Teas like this, that are from plant leaves, release tannin which makes the tea bitter and the maximum steep time is different for different types. Make sure you know the steep temperature and steep time ahead of time or you will always be disappointed in the results you get. If you like your tea stronger, DO NOT leave the tea in the water longer then the maximum steep time. Put more tea in the pot or cup before you add the hot water and always remove the tea before the tannin starts to be released, instead. If the tea taste bitter to you, then the leaves or tea bags have been in the hot water too long.Some high quality loose leave teas can be resteeped up to 3 times, with a slightly different taste upon each consecutive steeping. Always allow the tea leaves to completely cool down and stop the cooking process before it starts to release tannin and you should be fine using those for a second or even third steeping as long as you always keep removing it from the water before the leaves start releasing tannin. A side note"
health personal care,nutrition wellness,vitamins supplements,5.0,"Not all D-Mannose products are created equal. I discovered this because I tried a different kind first and the results were okay, but not amazing. I read that 100% pure D-Mannose is preferable, which is why I turned to this product, and I can definitely say that it works so much better. My UTI's are way more infrequent, and when they do come I can clear them up within a day or two. I take a dose every few hours during an infection, then one dose a day in between as a preventative measure. I haven't felt this free of UTI's in years. When they do come, they seem less severe because this product is already in my system. I would highly recommend this product to anyone who suffers from UTI's."
health personal care,health care,digestion nausea,5.0,yes - I agree with some other reviews that several doses a day are too much (unless you never want to leave the bathroom) but once you adjust and see how your body reacts - you can decide how and when to take it. I find once ---maybe twice a day sufficient...and it really does work too~!
health personal care,nutrition wellness,vitamins supplements,5.0,Garden of Life is a great company with very high quality products. I highly recommend all of their products.
grocery gourmet food,breakfast foods,cereals,4.0,"We were buying these at the grocery store last year for $1/each but we can't find them this year. I bought a case of these for my husband. He likes them when he's out plowing all night. He just brings milk in a plastic cup with a lid.I wish you could pick the # of each that you want. We don't like the raisin crunch one and hate that we give them away or just eat them.Nothing healthy here so don't buy this if you're trying to lose weight or watch your fiber intake. It's also alot of cereal, I could have used half of it. But it serves it's purpose for my husband & it's worth getting them for him."
health personal care,health care,alternative medicine,1.0,"The thing shorts out, and the noise will unexpectedly turn off, and then come back on, or not turn on at all. While it worked, it was great, but it didn't take it long at all to start shorting out. I am going to look for a similar item that doesn't have this problem. After having it for about 6 months, I'm fed up."
grocery gourmet food,beverages,juices,3.0,"My cider arrived very quickly, but was shipped very poorly. 3 of the 6 cans were damaged at the bottom of each can due to the way they were packaged together."
health personal care,nutrition wellness,vitamins supplements,5.0,"This cherry concentrate is so delicious, you will put it in everything. I used it straight in water, in diet drinks and bubbly mineral water. Kids love it too."
health personal care,nutrition wellness,vitamins supplements,1.0,"After taking this product for the first time, I was violently vomiting within 20 minutes. I don't know what they put in this to cause this kind of reaction in my body. I've never reacted like this to a product before. I really regret trying this and will never use it again. Everyone is different. maybe it'll work for you, but for me it was horrible!"
grocery gourmet food,snack food,popcorn,5.0,"I'm trying to cut the fat wherever I can. The Orville Redenbacher Movie Popcorn with ALL the fat and butter is really good. Well, Movie Theatre Butter Light is just as good. I don't even miss the other one."
health personal care,health care,pill cases splitters,4.0,"I have had a smaller product in the same style, and it was frustrating and time consuming to fill them because to fit my perscription drugs and nutritional supplements into the small spaces required they each be placed in a particular order. I had just told a friend i needed the same style in a larger size when i found these in a web search. They are large enough to fit my fish oil capsules, vitamins, and other supplements without forcing them. Last night i did 6 weeks worth of medications in 2/3 the time it used to take me.So far the section covers are sturdy, but i have only used the chests for a few weeks. The covers open on the opposite side of the smaller one, so i am having to relearn opening them, and the edge for lifting the covers would be easier on my arthritic hands if it were a little wider. I purchased two chests from Amazon and found the same product labeled for my HMO in the HMO pharmacy for 1/2 the price, so i bought four more."
health personal care,nutrition wellness,vitamins supplements,5.0,I am satisfied with this product. It works to keep UTIs away better than other products I've tried before.
health personal care,nutrition wellness,nutrition bars drinks,5.0,if you want a healthy treat and one that is very satisfying try the lara bars. an important plus is that is soy free which is important to a lot of people these days.
grocery gourmet food,beverages,tea,5.0,Tea is delicious- i like to add lemon to mine for better taste. Recommend! Tea makes me wanna go to bathroom many times during the day which i like cuz everything i eat goes out :D
grocery gourmet food,pantry staples,cooking baking supplies,5.0,"I used to buy this product in the local grocery store. Now they don't carry it, so I have to search the internet for it. We love it because it has just the right flavor and viscosity.Karo Syrup 16oz. 6ct"
baby products,feeding,solid feeding,1.0,"I would not recommend this product. It splintered after one use, not exactly a safe product for a toddler. In addition, the tines of the fork are far too sharp. It's a shame but I would stay away form this product."
grocery gourmet food,snack food,jerky dried meats,2.0,"All natural beef, but too soft for my taste - doesn't have the 'snap' and drier outer surface that some like. This is a matter of personal taste - the product is good, just not for everyone.I suggest trying this company's old fashioned cold-smoked beef-sticks. Strong hickory flavor, a good bite of spice, and drier texture.This company has superb customer service!"
health personal care,health care,incontinence,4.0,This is a nice pad. The quality seems good (I have not washed it yet) and the brown color is very nice looking.
grocery gourmet food,beverages,unknown,1.0,There is a program problem. This product is NOT for Nespresso but keeps coming up when you search for Nespresso. I had to return the products and the vendor confirmed this happens often. Can Amazon correct the misleading links??Steve S.
grocery gourmet food,beverages,tea,5.0,"I don't drink American teas so I special order them about once a year. I never tasted this brand before unlike teas made in the US you can actually smell the apple aroma, it's a rich great tasting tea and I intend to buy it again.The price was very reasonable and it helps that it qualified for no shipping.Stash Premium Apple Cinnamon Herbal Tea, Tea Bags, 20-Count Boxes (Pack of 6)"
health personal care,health care,thermometers,5.0,My children love the ease of using this. The first one fell on the hard floor and broke and I knew we would just have to buy another!
health personal care,health care,sleep snoring,4.0,"I'm really sensitive to light when going to sleep, so I've become quite used to wearing blindfolds. These are built out of a nice fabric and will probably last a while. If you have a larger nose, this might still allow some light in around the nose, but it's better than others I've worn. Lastly, because of the contours or bumps around the eyes if you sleep on your side, it might be a little uncomfortable since the bump may fall on the side of your face a little. Overall, it does what it's supposed to."
grocery gourmet food,beverages,tea,5.0,"I personally love spice and I found just the right amount in this tea. It's not too overpowering and it blends so well with the citrus undertones. I first tried it at P.F.changs and was so pleasantly surprised by the delicious taste. It can be sipped as is without any sweetener, but I add a touch of honey to enhance the spice that I so love! It's a perfect pairing with asian dishes or alone. Try it!"
grocery gourmet food,snack food,cookies,5.0,"I have tried 4 different Nana's cookes(3 Gluten Free & 1 w/Gluten) and they all are good! Finally a company makes a great cookie w/out refined sugar! Thank you, Nana!!"
health personal care,nutrition wellness,weight loss products,5.0,"Nice taste and works well within my eating plan. I usually add powered milk for extra protein and a creamy texture, a little cocoa for a chocolate kick and a dash of instant coffee."
baby products,feeding,bottle feeding,5.0,"We had this for our first child and intend to use it for our second. The ONLY thing I have to say about this product is that you need to practice filling up the water and heating the bottles a few times to get it right. Once you do, when you have that 2 AM feeding you will be thanking your lucky stars for this WONDERFUL contraption!"
grocery gourmet food,pantry staples,cooking baking supplies,5.0,"The basket of Marzipan fruit candies arrived on schedule to the delight of the recipient! A trouble-free, swift transaction and delivery, and, of course, the product was delicious."
baby products,feeding,highchairs booster seats,5.0,"We bought this for our 18 month old for Christmas after she decided she didn't want to use her booster highchair any more. I decided on this one because it looked to be a little higher than some of the others. It's the 3 inches she needed so she can eat at the table. Surface is easily washable. No complaints, it's perfect."
baby products,feeding,breastfeeding,3.0,This kit is fine for moms that know for sure they can use the medium size Medela breastshield and it will be a good fit. If not you should order the parts separately. A poor fitting shield will lead to soreness and poor milk output -- certainly not worth the minimal dollar savings. Also the tubes do have to be purchased as a separate item -- I cannot see Medela making a kit including the tubes. This kit can be used with a number of different Medela pumps that use different tubes. [...] has a lot of information about this. So this product is great providing these are really the Medela parts you need!
grocery gourmet food,pantry staples,condiments,5.0,"The chipolte kick in this mustard is assertive but won't send the fire department to your table. Silver Springs managed to get the balance just right. Use this neat on burgers or hot dogs or breathe new life into some of your favorite recipes. Sometimes, if a new recipe seems a bit flat, this chipolte mustard can ""save dinner"" with a wonderful base to mid note.Very highly recommended !!!!!!!!!!!!"
grocery gourmet food,beverages,coffee,5.0,THIS IS THE ONLY COFFEE I DRINK AND IN THE GROCERY STORE IT COST ABOUT 30% MORE. I HAVE A GREAT SAVINGS HERE AND WILL USE THIS SERVICE AS LONG AS I CAN.THANKS
grocery gourmet food,pantry staples,cooking baking supplies,4.0,"These are delicious pancakes and waffles. However, there are multi-purpose mixes that you can use for pie crusts and biscuits, too with even less net carbs. The waffles can be a little too full of air, but I solved that problem by adding more eggs. Still, this is a good tasting mix."
baby products,feeding,highchairs booster seats,2.0,"We got this seat about a year ago for our son. The concept is great and has worked pretty well, however, there is one major fault....my husband hates it! When you put the entire seat up for the guys to urinate, it does not stay up on it's own! He has to hold it up while he is urniating or else the seat comes crashing down. So, needless to say we will be getting rid of it soon. Also, my son often complains that it hurts his rear end when he is sitting on it longer than a few minutes. I wouldn't recommend this product if you have a man living in your house unless you want to annoy him on purpose. :)"
baby products,feeding,bottle feeding,5.0,I own the Skip Hop Diaper bag and wanted to have the matching bottle bag. Amazon was one of the very few places on the web that offers the single bag. Very pleased with it because not only does it receive great reviews but it is great to hang on the stroller as well. A must have!
grocery gourmet food,pantry staples,sauces,5.0,"This product was carefully packed and arrived very quickly. If you're looking for an authentic Moroccan accompaniment for your next meal, this is the only Harissa you need to buy. It is infinitely better than some of the Harissa products in a tube. I have had a jar open since just before Christmas (about 2 months, now) and I'm down to the last 3rd of a jar with NO spoiling, molding or drying out. The intense saltiness is nicely offset by the tanginess of the preserved lemon and the slow, subtle burn of the peppers adds a nice kick to sandwiches (especially roast beef) as it pairs nicely with mayonnaise as a condiment.A little goes a long way, making the price a bit easier to justify for an alimentary escape now and then. Enjoy!"
grocery gourmet food,baby food,baby formula,5.0,"My daughter is breastfed but I keep a few packs of these in the diaper bag with an extra bottle and a bottled water in case and it's been helpful in a few situations where I had to work later than planned or my older daughters band concert when I didn't have to stop to feed her, my mom was able to. It works well for a convenient occasional supplement without wasting a whole can that you won't go through in a month. Probably a good thing to have on hand for grandparents or caregivers who get occasional visits.My husband uses these when I work at night so that he doesn't have to get up and make a bottle. He leaves the water in the bottle ready so it's already room temperature and all he has to do is pour in the packet, shake it up and feed her when she wakes. His mom liked it too."
grocery gourmet food,pantry staples,unknown,1.0,"This is terrible food. It tastes like chemicals... even the thick 'teriyaki' sauce they give you can't hide the noxious flavor. On top of that it is so grossly over packaged I actually felt bad trying to get to the food, yet on the back they say they're ""saving the earth one bowl at a time"". I looked for further information on this magical plastic bowl, but found none, and they invite you to donate 19 cents, but fail to mention their donations to this cause. Classic ""green"" company, all marketing, no substance and making more bad food for people to digest. I don't know about the other products, but the Teriyaki Bowl is awful. No debating that."
grocery gourmet food,pantry staples,oils,5.0,"This is the only sesame salad dressing I've found that doesn't contain ginger. The flavor is great and, because it's made fresh, it doesn't have that plastic taste that some of the bottled dressings have."
health personal care,nutrition wellness,nutrition bars drinks,4.0,"Clif Shots really do work. It gives you a boost in energy, staves off the lethargy of the 3rd lap, and restores the bodies' balance of sodium, preventing cramps. And all this while being organic to boot! I think I really like that part best. Too much synthetic gels and food makes it difficult for the body to handle. Sure synthetic gels may work a little better, but it doesn't seem to make sense when you're trying to enjoy nature and get fit and healthy. I think the conscious effort to protect nature with the litter leash is very commendable. It's not too difficult to punch a little hole to prevent fully tearing across and letting loose upon the world a non-biodegradable bit of aluminum plastic tab, so i don't see why other companies can't do that too. Do your bit... go organic, and protect nature too... :)"
health personal care,health care,pain relievers,5.0,Have used CosaminDS for joint health for many years and am very satisfied with this product.
health personal care,nutrition wellness,nutrition bars drinks,4.0,"These are really good, small, but good with a little taste of rice Krispy threats."
grocery gourmet food,breakfast foods,cereals,5.0,"this crunchy granola is the best tasting,that i have had in a long time,cruchy clusters with a hint of honey and hazel nut flavor,plus the great taste of strawberries and rasberries.great as a healthy breakfast or snack,pluse put a little of this on vanilla yougurt!!! it will leave you wanting more,i will buy again."
health personal care,health care,first aid,5.0,for foot fungus or heat rash NOTHING beats this. I don't why this isn't more easily available.
health personal care,health care,pill cases splitters,5.0,This is a great way to store your daily pills without forever having to refill it. It is a great product for anyone who travels for more than a week at a time. One of those wonderful products that just simplifies your life!
